Index,Datum,Jahrzehnt
543,2014-03-24 13:10:03,2010
544,2014-03-24 13:11:03,2010
545,2014-03-24 13:12:03,2010
546,2014-03-24 13:13:03,2010
547,2014-03-24 13:14:03,2010
548,2014-03-24 13:15:03,2010
549,2014-03-24 13:16:03,2010
550,2014-03-24 13:17:04,2010
551,2014-03-24 13:18:04,2010
552,2014-03-24 13:19:04,2010
553,2014-03-24 13:20:04,2010
554,2014-03-24 13:21:04,2010
555,2014-03-24 13:22:04,2010
556,2014-03-24 13:23:04,2010
557,2014-03-24 13:24:04,2010
558,2014-03-24 13:25:04,2010
559,2014-03-24 13:26:04,2010
560,2014-03-24 13:27:05,2010
561,2014-03-24 13:28:05,2010
562,2014-03-24 13:29:05,2010
563,2014-03-24 13:30:05,2010
564,2014-03-24 13:31:05,2010
565,2014-03-24 13:32:05,2010
566,2014-03-24 13:33:05,2010
567,2014-03-24 13:34:05,2010
568,2014-03-24 13:35:05,2010
569,2014-03-24 13:36:05,2010
570,2014-03-24 13:38:00,2010
571,2014-03-24 13:39:00,2010
572,2014-03-24 13:40:00,2010
573,2014-03-24 13:41:00,2010
574,2014-03-24 13:42:00,2010
575,2014-03-24 13:43:00,2010
576,2014-03-24 13:44:00,2010
577,2014-03-24 13:45:00,2010
578,2014-03-24 13:46:00,2010
579,2014-03-24 13:47:00,2010
580,2014-03-24 13:48:01,2010
581,2014-03-24 13:49:01,2010
582,2014-03-24 13:50:01,2010
583,2014-03-24 13:51:01,2010
584,2014-03-24 13:52:01,2010
585,2014-03-24 13:53:01,2010
586,2014-03-24 13:54:01,2010
587,2014-03-24 13:55:01,2010
588,2014-03-24 13:56:01,2010
589,2014-03-24 13:57:02,2010
590,2014-03-24 13:58:02,2010
591,2014-03-24 13:59:02,2010
592,2014-03-24 14:00:02,2010
593,2014-03-24 14:01:02,2010
594,2014-03-24 14:02:02,2010
595,2014-03-24 14:03:02,2010
596,2014-03-24 14:04:02,2010
597,2014-03-24 14:05:02,2010
598,2014-03-24 14:06:02,2010
599,2014-03-24 14:07:03,2010
600,2014-03-24 14:08:03,2010
601,2014-03-24 14:09:03,2010
602,2014-03-24 14:10:03,2010
603,2014-03-24 14:11:03,2010
604,2014-03-24 14:12:03,2010
605,2014-03-24 14:13:03,2010
606,2014-03-24 14:14:03,2010
607,2014-03-24 14:15:03,2010
608,2014-03-24 14:16:03,2010
609,2014-03-24 14:17:04,2010
610,2014-03-24 14:18:04,2010
611,2014-03-24 14:19:04,2010
612,2014-03-24 14:20:04,2010
613,2014-03-24 14:21:04,2010
614,2014-03-24 14:22:04,2010
615,2014-03-24 14:23:04,2010
616,2014-03-24 14:24:04,2010
617,2014-03-24 14:25:04,2010
618,2014-03-24 14:26:04,2010
619,2014-03-24 14:27:05,2010
620,2014-03-24 14:28:05,2010
621,2014-03-24 14:29:05,2010
622,2014-03-24 14:30:05,2010
623,2014-03-24 14:31:05,2010
624,2014-03-24 14:32:05,2010
625,2014-03-24 14:33:05,2010
626,2014-03-24 14:34:05,2010
627,2014-03-24 14:35:05,2010
628,2014-03-24 14:37:00,2010
629,2014-03-24 14:38:00,2010
630,2014-03-24 14:39:00,2010
631,2014-03-24 14:40:00,2010
632,2014-03-24 14:41:00,2010
633,2014-03-24 14:42:00,2010
634,2014-03-24 14:43:00,2010
635,2014-03-24 14:44:00,2010
636,2014-03-24 14:45:00,2010
637,2014-03-24 14:46:00,2010
638,2014-03-24 14:47:01,2010
639,2014-03-24 14:48:01,2010
640,2014-03-24 14:49:01,2010
641,2014-03-24 14:50:01,2010
642,2014-03-24 14:51:01,2010
643,2014-03-24 14:52:01,2010
644,2014-03-24 14:53:01,2010
